areaCode,areaName,areaType,date,newAdmissionsRollingRate,newCasesBySpecimenDateRollingRate,newDeaths28DaysByDeathDateRollingRate
E92000001,England,nation,2020-04-18,21.3,47.1,9.6
E92000001,England,nation,2020-04-17,22.2,45.2,9.9
E92000001,England,nation,2020-04-16,23.2,44.4,10.0
E92000001,England,nation,2020-04-15,24.2,43.9,10.3
E92000001,England,nation,2020-04-14,25.9,44.0,10.6
E92000001,England,nation,2020-04-13,27.5,45.8,10.9
E92000001,England,nation,2020-04-12,28.9,47.5,10.9
E92000001,England,nation,2020-04-11,30.3,47.7,10.8
E92000001,England,nation,2020-04-10,31.4,48.3,10.8
E92000001,England,nation,2020-04-09,32.1,49.2,10.6
E92000001,England,nation,2020-04-08,33.1,49.2,10.3
E92000001,England,nation,2020-04-07,34.0,48.9,9.8
E92000001,England,nation,2020-04-06,33.4,47.5,9.3
E92000001,England,nation,2020-04-05,33.7,46.0,8.8
E92000001,England,nation,2020-04-04,33.0,44.9,8.2
E92000001,England,nation,2020-04-03,31.7,43.1,7.4
E92000001,England,nation,2020-04-02,30.6,40.5,6.7
E92000001,England,nation,2020-04-01,28.3,38.0,6.0
E92000001,England,nation,2020-03-31,25.9,34.7,5.3
E92000001,England,nation,2020-03-30,24.3,31.6,4.6
E92000001,England,nation,2020-03-29,21.3,28.9,3.9
E92000001,England,nation,2020-03-28,19.0,26.7,3.4
E92000001,England,nation,2020-03-27,17.0,24.4,2.9
E92000001,England,nation,2020-03-26,14.8,21.6,2.4
E92000001,England,nation,2020-03-25,13.0,18.6,2.0
E92000001,England,nation,2020-03-24,,16.2,1.6
E92000001,England,nation,2020-03-23,,13.9,1.3
E92000001,England,nation,2020-03-22,,11.3,1.1
E92000001,England,nation,2020-03-21,,9.8,0.8
E92000001,England,nation,2020-03-20,,8.6,0.7
E92000001,England,nation,2020-03-19,,7.4,0.5
E92000001,England,nation,2020-03-18,,6.5,0.4
E92000001,England,nation,2020-03-17,,5.5,0.3
E92000001,England,nation,2020-03-16,,4.7,0.2
E92000001,England,nation,2020-03-15,,3.9,0.2
E92000001,England,nation,2020-03-14,,3.3,0.1
E92000001,England,nation,2020-03-13,,2.9,0.1
E92000001,England,nation,2020-03-12,,2.3,0.1
E92000001,England,nation,2020-03-11,,1.6,
E92000001,England,nation,2020-03-10,,1.1,
E92000001,England,nation,2020-03-09,,0.8,
E92000001,England,nation,2020-03-08,,0.6,
E92000001,England,nation,2020-03-07,,0.6,
E92000001,England,nation,2020-03-06,,0.5,
E92000001,England,nation,2020-03-05,,0.4,
E92000001,England,nation,2020-03-04,,0.3,
E92000001,England,nation,2020-03-03,,0.2,
E92000001,England,nation,2020-03-02,,0.2,
E92000001,England,nation,2020-03-01,,0.1,
E92000001,England,nation,2020-02-29,,0.1,
E92000001,England,nation,2020-02-28,,0.1,
